Date,Subject ID,Subject Number,Birthday,Age,Age Group,Gender,Experimenter,Order,Format,Comb,Shoe,Chalk,Fork,Format,Cup,Shirt,Scissors,Button,Format,Book,Bowl,Box,Shorts,Format,Ball,Toothbrush,Sweater,Pencil,Household Adults,Household Children,Caregiver Relationship,Caregiver Education,Maternal Education,Caregiver #1 Relationship,Caregiver #1 Gender,Caregiver #1 Hours with Child,Caregiver #1 Languages,Caregiver #2 Relationship,Caregiver #2 Gender,Caregiver #2 Hours with Child,Caregiver #2 Languages,Caregiver #3 Relationship,Caregiver #3 Gender,Caregiver #3 Hours with Child,Caregiver #3 Languages,Caregiver #4 Relationship,Caregiver #4 Gender,Caregiver #4 Hours with Child,Caregiver #4 Languages,Picture Freq,Play Freq,Talk Freq,Draw Freq,Other Draw Freq,Other Draw Materials,Picture Books?,Picture Book Number,Drawing Materials?,Drawing Number,Posters?,Poster Number,TVs?,TV Number,Toys?,Toy Number,Attend school/daycare?,Years in school/daycare
9/2/2024,A13DO,113,2/4/2018,6.580821918,6,M,Joab,15,cartoon,Comb,Shoe,Chalk,Necklace,photo,Cup,Shirt,Scissors,Button,obj,Book,Plate,Basket,Clock,bw,Ball,Mirror,Sweater,Pencil,1,3,Mother,1,1,Mother,F,5,"80% Swahili, 20% Luo",,,,,,,,,,,,,5,5,5,2,1,none,1,2,1,3,1,2,0,0,1,2,1,2
9/2/2024,A14MO,114,10/10/2017,6.901369863,6,M,Joab,15,cartoon,Comb,Shoe,Handkerchief,Fork,photo,Cup,Shirt,Scissors,Stone,obj,Book,Plate,Box,Remote,bw,Ball,Mirror,Sweater,Pencil,2,2,Father,5,4,Father,M,3,"70% Swahili, 30% Luo, 10% English",Mother,F,7,"50% Swahili, 50% Luo",,,,,,,,,4,4,3,4,4,"stick, stone",1,5,1,30,1,7,0,0,1,15,1,3
9/2/2024,A15SV,115,9/25/2017,6.942465753,6,F,Joab,15,cartoon,Comb,Shoe,Chalk,Fork,photo,Cup,Shirt,Scissors,Button,obj,Book,Bowl,Box,Shorts,bw,Ball,Toothbrush,Sweater,Pencil,3,1,Mother,5,5,Mother,F,8,"80% Swahili, 20% Luo",Sister,F,8,"80% Swahili, 20% Luo",,,,,,,,,3,4,4,4,2,"stick, charcoal, chalk",1,3,1,10,1,4,1,1,1,4,1,4
9/2/2024,A16ZA,116,4/29/2019,5.350684932,5,F,Joab,15,cartoon,Comb,Sock,Handkerchief,Necklace,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Plate,Box,Shorts,bw,Ball,Mirror,Toilet Paper,Pencil,2,2,Mother,3,3,Mother,F,11,100% Swahili,Father,M,3,100% Swahili,Grandmother,F,3,100% Swahili,,,,,5,3,4,5,1,none,1,3,1,5,1,5,1,1,1,1,0,0
9/2/2024,A17MP,117,8/23/2018,6.032876712,6,F,Joab,15,cartoon,Comb,Shoe,Chalk,Fork,photo,Cup,Shirt,Scissors,Button,obj,Book,Bowl,Box,Clock,bw,Ball,Toothbrush,Sweater,Pencil,2,2,Mother,3,3,Mother,F,7,100% Swahili,Father,M,6,100% Swahili,Grandmother,F,4,"70% Swahili, 30% Luo",,,,,4,4,4,3,3,"stick, charcoal, finger",1,4,1,7,1,2,1,1,1,2,1,4
9/2/2024,A18JB,118,4/29/2021,3.347945205,3,M,Joab,15,cartoon,Comb,Shoe,Handkerchief,Fork,photo,Cup,Eraser,Scissors,Shovel,obj,Jeans,Pants,Basket,Shorts,bw,Earring,Toothbrush,Sweater,Pencil,2,3,Mother,3,3,Mother,F,4,"90% Swahili, 10% Luo",Father,M,2,100% Swahili,,,,,,,,,3,3,4,4,4,"stone, stick, charcoal, chalk",1,1,1,3,1,3,1,1,1,3,1,1
9/2/2024,A19JT,119,3/19/2019,5.463013699,5,M,Joab,15,cartoon,Comb,Shoe,Handkerchief,Necklace,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Bowl,Basket,Clock,bw,Ball,Mirror,Sweater,Pencil,2,1,Mother,1,1,Mother,F,5,100% Swahili,Father,M,1,100% Swahili,,,,,,,,,4,4,4,2,2,charcoal,1,4,1,5,1,6,0,0,1,3,1,2
9/2/2024,A20SG,120,6/28/2018,6.18630137,6,F,Joab,15,cartoon,Comb,Shoe,String,Necklace,photo,Cup,Shirt,Scissors,Button,obj,Book,Bowl,Basket,Clock,bw,Ball,Mirror,Sweater,Pencil,2,3,Mother,3,3,Mother,F,4,100% Swahili,,,,,,,,,,,,,3,2,4,3,4,"stick, stone",1,1,1,13,1,5,1,1,1,4,1,4
9/2/2024,S21MO,121,10/31/2019,4.843835616,4,M,Joab,16,cartoon,Comb,Shoe,Chalk,Straw,photo,Cup,Shirt,Scissors,Button,obj,Book,Plate,Box,Shorts,bw,Ball,Bead,Sweater,Pencil,2,2,Mother,5,5,Mother,F,8,"80% Swahili, 20% Luo",Father,M,6,"80% Swahili, 20% Luo",,,,,,,,,2,5,4,4,2,chalk,1,3,1,18,1,3,1,1,1,7,1,3
9/2/2024,A22RO,122,12/14/2020,3.720547945,3,M,Joab,16,cartoon,Watch,Telephone,String,Fork,photo,Soap,Shirt,Knife,Stick,obj,Book,Scarf,Basket,Shorts,bw,Ball,Bead,Sweater,Zipper,2,2,Mother,3,3,Mother,F,11,"50% Swahili, 50% Luo",Father,M,4,"50% Swahili, 50% Luo",,,,,,,,,4,5,5,4,1,none,1,2,1,22,1,5,1,1,1,2,0,0
9/2/2024,A23BC,123,6/4/2019,5.252054795,5,M,Joab,16,cartoon,Comb,Sock,Handkerchief,Fork,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Bowl,Box,Clock,bw,Ball,Toothpaste,Sweater,Pencil,1,3,Mother,3,3,Mother,F,3,"90% Swahili, 10% Luo",,,,,,,,,,,,,2,4,5,5,1,none,1,4,1,6,1,4,1,1,1,5,1,2
9/2/2024,A24LA,124,11/5/2019,4.830136986,4,F,Joab,16,cartoon,Comb,Shoe,Handkerchief,Fork,photo,Cup,Shirt,Scissors,Stick,obj,Book,Bowl,Basket,Dress,bw,Balloon,Toothbrush,Sweater,Pencil,3,2,Sister,1,3,Mother,F,3,"60% Swahili, 40% Luo",Father,M,1,"60% Swahili, 40% Luo",Sister,F,4,"60% Swahili, 40% Luo",,,,,5,4,5,5,1,none,1,2,1,14,1,2,1,1,1,6,1,3
9/2/2024,A25MR,125,5/25/2021,3.276712329,3,F,Joab,16,cartoon,Comb,Shoe,Handkerchief,Necklace,photo,Bottle,Shirt,Scissors,Stick,obj,Book,Bowl,Box,Shorts,bw,Ball,Toothpaste,Sweater,Pencil,4,4,Aunt,5,5,Grandmother,F,8,"60% Swahili, 40% Luo",Aunt,F,8,"60% Swahili, 40% Luo",Mother,F,8,"60% Swahili, 40% Luo",Aunt (Another One),F,8,"60% Swahili, 40% Luo",5,5,5,5,2,"stick, chalk, charcoal",1,1,1,10,1,10,1,2,1,10,1,1
9/2/2024,A26AM,126,1/9/2018,6.652054795,6,F,Joab,16,cartoon,Comb,Shoe,Handkerchief,Spoon,photo,Cup,Shirt,Scissors,Button,obj,Book,Bowl,Box,Clock,bw,Ball,Toothbrush,Sweater,Pencil,4,4,Mother,5,5,Grandmother,F,8,"60% Swahili, 40% Luo",Mother,F,8,"60% Swahili, 40% Luo",Aunt,F,8,"60% Swahili, 40% Luo",Aunt (Another One),F,8,"60% Swahili, 40% Luo",5,5,5,5,2,"stick, chalk, charcoal",1,1,1,10,1,10,1,2,1,15,1,3
9/2/2024,A27IN,127,3/12/2019,5.482191781,5,F,Joab,16,cartoon,Comb,Shoe,Crayon,Necklace,photo,Cup,Shirt,Scissors,Shovel,obj,Book,Bowl,Box,Clock,bw,Ball,Bead,Sweater,Pencil,4,4,Aunt,5,5,Grandmother,F,8,"60% Swahili, 40% Luo",Mother,F,8,"60% Swahili, 40% Luo",Aunt,F,8,"60% Swahili, 40% Luo",Aunt (Another One),F,8,"60% Swahili, 40% Luo",5,5,5,5,2,"stick, chalk, charcoal",1,1,1,10,1,10,1,2,1,10,1,2
9/2/2024,A28SS,128,8/29/2019,5.016438356,5,M,Joab,16,cartoon,Comb,Shoe,String,Fork,photo,Cup,Shirt,Scissors,Stick,obj,Book,Plate,Box,Clock,bw,Ball,Mirror,Sweater,Pencil,2,5,Mother,1,1,Mother,F,5,"70% Swahili, 30% Luo",Father,M,2,100% Luo,,,,,,,,,4,4,5,4,4,"stick, stone, charcoal",1,2,1,14,1,3,1,1,1,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28,S55GH,,,,4,F,toss due to parental interference - mom pointed at the correct answer on the first trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30,S91AA,,,,3,F,toss due to fuss out - was scared of the scissors because she had just been to the hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
