,accuracy,condition,child,target_word,age,Unnamed: 0,Target,Near Distractor,Random 1,Random 2,aoa,response,response_type
1049,0,cartoon,40,box,4.78630137,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1050,0,cartoon,41,box,3.978082192,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1051,1,cartoon,42,box,4.391780822,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1052,0,cartoon,43,box,4.391780822,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1053,0,cartoon,44,box,4.835616438,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1054,0,cartoon,45,box,4.043835616,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1055,1,cartoon,46,box,4.797260274,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1056,1,cartoon,47,box,4.153424658,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1057,0,cartoon,48,box,4.454794521,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1058,0,cartoon,49,box,4.610958904,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1059,1,cartoon,50,box,4.024657534,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1060,0,cartoon,51,box,4.994520548,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1061,0,cartoon,52,box,4.44109589,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1062,1,cartoon,53,box,4.290410959,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1063,1,cartoon,54,box,7.673972603,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1064,1,cartoon,55,box,7.928767123,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1065,1,cartoon,56,box,7.98,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1066,1,cartoon,57,box,7.926027397,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1067,0,cartoon,58,box,7.99,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1068,0,cartoon,59,box,6.101369863,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1069,1,cartoon,60,box,6.430136986,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1070,1,cartoon,61,box,6.575342466,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1071,1,cartoon,62,box,5.871232877,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1072,1,cartoon,63,box,7.717808219,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1073,1,cartoon,64,box,7.728767123,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1074,1,bw,65,box,7.873972603,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1075,0,bw,66,box,7.350684932,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1076,1,bw,67,box,6.928767123,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1077,0,bw,68,box,7.504109589,10,box,basket,bottle cap,key,29.26612874157193,bottle cap,Random
1078,1,bw,69,box,7.479452055,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1079,0,bw,70,box,7.164383562,10,box,basket,bottle cap,key,29.26612874157193,bottle cap,Random
1080,1,bw,71,box,5.287671233,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1081,1,bw,72,box,7.301369863,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1082,1,bw,73,box,7.128767123,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1083,0,bw,74,box,7.194520548,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1084,0,bw,75,box,7.476712329,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1085,1,bw,76,box,6.873972603,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1086,1,bw,77,box,7.531506849,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1087,1,bw,78,box,7.115068493,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1088,1,bw,79,box,3.846575342,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1089,0,bw,80,box,4.057534247,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1090,0,bw,81,box,3.6,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1091,1,bw,82,box,6.602739726,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1092,1,bw,83,box,5.249315068,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1093,0,bw,84,box,3.01369863,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1094,0,bw,85,box,3.246575342,10,box,basket,bottle cap,key,29.26612874157193,bottle cap,Random
1095,0,bw,86,box,3.326027397,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1096,0,bw,87,box,3.265753425,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1097,1,bw,88,box,3.871232877,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1098,0,bw,89,box,3.150684932,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1099,1,bw,90,box,3.063013699,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1100,1,bw,91,box,3.495890411,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1101,0,bw,92,box,3.142465753,10,box,basket,bottle cap,key,29.26612874157193,key,Random
1102,0,bw,93,box,3.77260274,10,box,basket,bottle cap,key,29.26612874157193,bottle cap,Random
1103,1,bw,94,box,3.443835616,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1104,1,bw,95,box,3.547945205,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1105,0,bw,96,box,4.82739726,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1106,1,obj,97,box,4.517808219,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1107,1,obj,98,box,3.901369863,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1108,1,obj,99,box,4.783561644,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1109,1,obj,100,box,4.950684932,10,box,basket,bottle cap,key,29.26612874157193,box,Target
1110,0,obj,101,box,3.134246575,10,box,basket,bottle cap,key,29.26612874157193,basket,Near Distractor
1111,0,photo,1,shorts,6.854794521,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1112,0,photo,2,shorts,6.82739726,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1113,0,photo,3,shorts,7.150684932,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1114,0,photo,4,shorts,6.852054795,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1115,0,photo,5,shorts,7.24109589,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1116,0,photo,6,shorts,4.235616438,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1117,0,photo,7,shorts,3.117808219,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1118,0,photo,8,shorts,5.854794521,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1119,0,photo,9,shorts,4.268493151,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1120,0,photo,10,shorts,5.106849315,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1121,0,photo,11,shorts,5.109589041,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1122,0,photo,12,shorts,5.276712329,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1123,0,photo,13,shorts,5.630136986,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1124,0,photo,14,shorts,5.178082192,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1125,0,photo,15,shorts,5.969863014,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1126,1,photo,16,shorts,5.452054795,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1127,0,photo,17,shorts,5.252054795,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1128,0,photo,18,shorts,5.21369863,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1129,0,photo,19,shorts,5.778082192,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1130,0,photo,20,shorts,5.117808219,11,shorts,dress,clock,remote control,34.18849908997094,dress,Near Distractor
1131,0,photo,21,shorts,5.361643836,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1132,1,photo,22,shorts,5.287671233,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1133,0,photo,23,shorts,5.060273973,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1134,0,photo,24,shorts,5.657534247,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1135,0,photo,25,shorts,5.97260274,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1136,0,photo,26,shorts,5.676712329,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1137,0,photo,27,shorts,5.531506849,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1138,0,photo,28,shorts,5.64109589,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1139,0,photo,29,shorts,3.994520548,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1140,0,photo,30,shorts,5.6,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1141,0,photo,31,shorts,5.591780822,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1142,0,photo,32,shorts,5.115068493,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1143,0,cartoon,33,shorts,4.682191781,11,shorts,dress,clock,remote control,34.18849908997094,dress,Near Distractor
1144,0,cartoon,34,shorts,5.246575342,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1145,0,cartoon,35,shorts,3.983561644,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1146,0,cartoon,36,shorts,4.775342466,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1147,0,cartoon,37,shorts,4.279452055,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1148,0,cartoon,38,shorts,4.208219178,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1149,0,cartoon,39,shorts,4.263013699,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1150,0,cartoon,40,shorts,4.78630137,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1151,0,cartoon,41,shorts,3.978082192,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1152,0,cartoon,42,shorts,4.391780822,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1153,1,cartoon,43,shorts,4.391780822,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1154,0,cartoon,44,shorts,4.835616438,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1155,0,cartoon,45,shorts,4.043835616,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1156,0,cartoon,46,shorts,4.797260274,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1157,1,cartoon,47,shorts,4.153424658,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1158,0,cartoon,48,shorts,4.454794521,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1159,0,cartoon,49,shorts,4.610958904,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1160,0,cartoon,50,shorts,4.024657534,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1161,0,cartoon,51,shorts,4.994520548,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1162,0,cartoon,52,shorts,4.44109589,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1163,1,cartoon,53,shorts,4.290410959,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1164,0,cartoon,54,shorts,7.673972603,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1165,0,cartoon,55,shorts,7.928767123,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1166,0,cartoon,56,shorts,7.98,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1167,0,cartoon,57,shorts,7.926027397,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1168,0,cartoon,58,shorts,7.99,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1169,0,cartoon,59,shorts,6.101369863,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1170,0,cartoon,60,shorts,6.430136986,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1171,1,cartoon,61,shorts,6.575342466,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1172,0,cartoon,62,shorts,5.871232877,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1173,0,cartoon,63,shorts,7.717808219,11,shorts,dress,clock,remote control,34.18849908997094,dress,Near Distractor
1174,0,cartoon,64,shorts,7.728767123,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1175,0,bw,65,shorts,7.873972603,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1176,0,bw,66,shorts,7.350684932,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1177,0,bw,67,shorts,6.928767123,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1178,0,bw,68,shorts,7.504109589,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1179,0,bw,69,shorts,7.479452055,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1180,0,bw,70,shorts,7.164383562,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1181,0,bw,71,shorts,5.287671233,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1182,0,bw,72,shorts,7.301369863,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1183,0,bw,73,shorts,7.128767123,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1184,0,bw,74,shorts,7.194520548,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1185,0,bw,75,shorts,7.476712329,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1186,0,bw,76,shorts,6.873972603,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1187,0,bw,77,shorts,7.531506849,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1188,0,bw,78,shorts,7.115068493,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1189,0,bw,79,shorts,3.846575342,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1190,1,bw,80,shorts,4.057534247,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1191,1,bw,81,shorts,3.6,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1192,0,bw,82,shorts,6.602739726,11,shorts,dress,clock,remote control,34.18849908997094,dress,Near Distractor
1193,0,bw,83,shorts,5.249315068,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1194,0,bw,84,shorts,3.01369863,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1195,0,bw,85,shorts,3.246575342,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1196,1,bw,86,shorts,3.326027397,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1197,1,bw,87,shorts,3.265753425,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1198,0,bw,88,shorts,3.871232877,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1199,1,bw,89,shorts,3.150684932,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1200,1,bw,90,shorts,3.063013699,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1201,0,bw,91,shorts,3.495890411,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1202,0,bw,92,shorts,3.142465753,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1203,0,bw,93,shorts,3.77260274,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1204,0,bw,94,shorts,3.443835616,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1205,0,bw,95,shorts,3.547945205,11,shorts,dress,clock,remote control,34.18849908997094,dress,Near Distractor
1206,0,bw,96,shorts,4.82739726,11,shorts,dress,clock,remote control,34.18849908997094,remote,Random
1207,1,obj,97,shorts,4.517808219,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1208,0,obj,98,shorts,3.901369863,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1209,1,obj,99,shorts,4.783561644,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1210,0,obj,100,shorts,4.950684932,11,shorts,dress,clock,remote control,34.18849908997094,clock,Random
1211,1,obj,101,shorts,3.134246575,11,shorts,dress,clock,remote control,34.18849908997094,shorts,Target
1212,1,obj,1,ball,6.854794521,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1213,1,obj,2,ball,6.82739726,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1214,1,obj,3,ball,7.150684932,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1215,1,obj,4,ball,6.852054795,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1216,1,obj,5,ball,7.24109589,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1217,1,obj,6,ball,4.235616438,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1218,1,obj,7,ball,3.117808219,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1219,1,obj,8,ball,5.854794521,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1220,1,obj,9,ball,4.268493151,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1221,1,obj,10,ball,5.106849315,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1222,0,obj,11,ball,5.109589041,12,ball,balloon,earring,sandal,20.19072217,balloon,Near Distractor
1223,1,obj,12,ball,5.276712329,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1224,1,obj,13,ball,5.630136986,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1225,1,obj,14,ball,5.178082192,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1226,1,obj,15,ball,5.969863014,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1227,1,obj,16,ball,5.452054795,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1228,1,obj,17,ball,5.252054795,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1229,1,obj,18,ball,5.21369863,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1230,1,obj,19,ball,5.778082192,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1231,1,obj,20,ball,5.117808219,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1232,1,obj,21,ball,5.361643836,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1233,0,obj,22,ball,5.287671233,12,ball,balloon,earring,sandal,20.19072217,balloon,Near Distractor
1234,1,obj,23,ball,5.060273973,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1235,1,obj,24,ball,5.657534247,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1236,1,obj,25,ball,5.97260274,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1237,1,obj,26,ball,5.676712329,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1238,1,obj,27,ball,5.531506849,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1239,1,obj,28,ball,5.64109589,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1240,1,obj,29,ball,3.994520548,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1241,1,obj,30,ball,5.6,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1242,1,obj,31,ball,5.591780822,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1243,1,obj,32,ball,5.115068493,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1244,1,photo,33,ball,4.682191781,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1245,1,photo,34,ball,5.246575342,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1246,1,photo,35,ball,3.983561644,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1247,1,photo,36,ball,4.775342466,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1248,1,photo,37,ball,4.279452055,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1249,1,photo,38,ball,4.208219178,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1250,1,photo,39,ball,4.263013699,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1251,1,photo,40,ball,4.78630137,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1252,1,photo,41,ball,3.978082192,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1253,1,photo,42,ball,4.391780822,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1254,1,photo,43,ball,4.391780822,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1255,1,photo,44,ball,4.835616438,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1256,1,photo,45,ball,4.043835616,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1257,1,photo,46,ball,4.797260274,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1258,1,photo,47,ball,4.153424658,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1259,1,photo,48,ball,4.454794521,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1260,1,photo,49,ball,4.610958904,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1261,1,photo,50,ball,4.024657534,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1262,1,photo,51,ball,4.994520548,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1263,1,photo,52,ball,4.44109589,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1264,1,photo,53,ball,4.290410959,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1265,1,photo,54,ball,7.673972603,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1266,1,photo,55,ball,7.928767123,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1267,1,photo,56,ball,7.98,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1268,1,photo,57,ball,7.926027397,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1269,1,photo,58,ball,7.99,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1270,1,photo,59,ball,6.101369863,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1271,1,photo,60,ball,6.430136986,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1272,1,photo,61,ball,6.575342466,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1273,1,photo,62,ball,5.871232877,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1274,1,photo,63,ball,7.717808219,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1275,1,photo,64,ball,7.728767123,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1276,1,cartoon,65,ball,7.873972603,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1277,1,cartoon,66,ball,7.350684932,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1278,1,cartoon,67,ball,6.928767123,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1279,1,cartoon,68,ball,7.504109589,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1280,1,cartoon,69,ball,7.479452055,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1281,1,cartoon,70,ball,7.164383562,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1282,1,cartoon,71,ball,5.287671233,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1283,1,cartoon,72,ball,7.301369863,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1284,1,cartoon,73,ball,7.128767123,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1285,1,cartoon,74,ball,7.194520548,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1286,1,cartoon,75,ball,7.476712329,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1287,1,cartoon,76,ball,6.873972603,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1288,1,cartoon,77,ball,7.531506849,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1289,1,cartoon,78,ball,7.115068493,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1290,1,cartoon,79,ball,3.846575342,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1291,1,cartoon,80,ball,4.057534247,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1292,1,cartoon,81,ball,3.6,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1293,1,cartoon,82,ball,6.602739726,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1294,1,cartoon,83,ball,5.249315068,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1295,1,cartoon,84,ball,3.01369863,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1296,1,cartoon,85,ball,3.246575342,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1297,1,cartoon,86,ball,3.326027397,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1298,1,cartoon,87,ball,3.265753425,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1299,1,cartoon,88,ball,3.871232877,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1300,1,cartoon,89,ball,3.150684932,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1301,1,cartoon,90,ball,3.063013699,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1302,1,cartoon,91,ball,3.495890411,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1303,1,cartoon,92,ball,3.142465753,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1304,1,cartoon,93,ball,3.77260274,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1305,1,cartoon,94,ball,3.443835616,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1306,1,cartoon,95,ball,3.547945205,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1307,1,cartoon,96,ball,4.82739726,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1308,1,bw,97,ball,4.517808219,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1309,1,bw,98,ball,3.901369863,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1310,1,bw,99,ball,4.783561644,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1311,1,bw,100,ball,4.950684932,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1312,1,bw,101,ball,3.134246575,12,ball,balloon,earring,sandal,20.19072217,ball,Target
1313,1,obj,1,toothbrush,6.854794521,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothbrush,Target
1314,0,obj,2,toothbrush,6.82739726,13,toothbrush,toothpaste,mirror,bead,23.43779921,mirror,Random
1315,1,obj,3,toothbrush,7.150684932,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothbrush,Target
1316,0,obj,4,toothbrush,6.852054795,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothpaste,Near Distractor
1317,1,obj,5,toothbrush,7.24109589,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothbrush,Target
1318,0,obj,6,toothbrush,4.235616438,13,toothbrush,toothpaste,mirror,bead,23.43779921,mirror,Random
1319,0,obj,7,toothbrush,3.117808219,13,toothbrush,toothpaste,mirror,bead,23.43779921,bead,Random
1320,0,obj,8,toothbrush,5.854794521,13,toothbrush,toothpaste,mirror,bead,23.43779921,mirror,Random
1321,0,obj,9,toothbrush,4.268493151,13,toothbrush,toothpaste,mirror,bead,23.43779921,mirror,Random
1322,0,obj,10,toothbrush,5.106849315,13,toothbrush,toothpaste,mirror,bead,23.43779921,mirror,Random
1323,0,obj,11,toothbrush,5.109589041,13,toothbrush,toothpaste,mirror,bead,23.43779921,mirror,Random
1324,1,obj,12,toothbrush,5.276712329,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothbrush,Target
1325,0,obj,13,toothbrush,5.630136986,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothpaste,Near Distractor
1326,0,obj,14,toothbrush,5.178082192,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothpaste,Near Distractor
1327,1,obj,15,toothbrush,5.969863014,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothbrush,Target
1328,1,obj,16,toothbrush,5.452054795,13,toothbrush,toothpaste,mirror,bead,23.43779921,toothbrush,Target
1329,0,obj,17,toothbrush,5.252054795,13,toothbrush,toothpaste,mirror,bead,23.43779921,mirror,Random
